,index,LowQualFinSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,YearRemodAdd,YearBuilt,OverallCond,1stFlrSF,OverallQual,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,LotArea,MSSubClass,2ndFlrSF,PavedDrive,HeatingQC,SaleCondition,Street,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,CentralAir,Condition2,HouseStyle,RoofStyle,RoofMatl,ExterQual,ExterCond,Foundation,Heating,BldgType,Electrical,LotFrontage,GarageYrBlt,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,BsmtFullBath,BsmtHalfBath,GarageCars,GarageArea,FireplaceQu,BsmtFinType2,BsmtExposure,GarageType,BsmtCond,BsmtQual,BsmtFinType1,GarageFinish,Utilities,GarageCond,MasVnrType,SaleType,Functional,KitchenQual,Exterior2nd,Exterior1st,GarageQual,MSZoning
2469,2470,0,2294,3,0,5,1,9,1,1963,1963,6,1497,6,0,110,0,0,0,0,0,4,2007,13200,80,797,Y,Fa,Normal,Pave,Reg,Lvl,Corner,Gtl,IDOTRR,Norm,Y,Norm,SLvl,Gable,CompShg,TA,TA,CBlock,GasA,1Fam,SBrkr,120.0,1963.0,234.0,375.0,0.0,366.0,741.0,0.0,0.0,2.0,658.0,Gd,Unf,No,Attchd,TA,TA,BLQ,Unf,AllPub,TA,BrkFace,WD,Typ,TA,HdBoard,HdBoard,TA,RM
2470,2471,0,1952,1,1,4,1,8,2,2005,1950,9,976,7,285,0,0,0,216,0,0,4,2007,9780,60,976,Y,Ex,Normal,Pave,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,Y,Norm,2Story,Gable,CompShg,TA,Ex,CBlock,GasA,1Fam,SBrkr,60.0,1950.0,0.0,354.0,398.0,224.0,976.0,0.0,0.0,1.0,299.0,TA,Rec,No,Detchd,TA,TA,LwQ,Fin,AllPub,TA,None,WD,Typ,Gd,VinylSd,VinylSd,TA,RM
2471,2472,0,2180,1,1,3,1,7,1,1950,1915,5,1138,6,0,0,170,0,0,0,0,5,2007,10320,50,1042,N,Gd,Normal,Pave,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,Y,Norm,1.5Fin,Gable,CompShg,TA,TA,CBlock,GasA,1Fam,SBrkr,60.0,2006.0,0.0,375.0,0.0,763.0,1138.0,0.0,0.0,2.0,720.0,Gd,Unf,No,Detchd,Fa,TA,LwQ,Unf,AllPub,TA,None,WD,Typ,TA,MetalSd,MetalSd,TA,RM
2472,2473,0,1315,2,0,3,1,5,0,1958,1958,6,838,4,0,0,0,0,0,0,0,2,2007,4330,190,477,Y,TA,Abnorml,Pave,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,Y,Norm,1.5Fin,Gable,CompShg,TA,TA,BrkTil,GasA,2fmCon,SBrkr,52.0,1958.0,0.0,681.0,127.0,0.0,808.0,1.0,0.0,2.0,436.0,Gd,ALQ,No,Detchd,TA,Fa,Rec,RFn,AllPub,TA,None,COD,Typ,TA,MetalSd,MetalSd,TA,RM
2473,2474,114,1484,2,0,3,1,6,0,1950,1910,1,866,4,14,211,0,0,84,0,0,9,2007,10320,50,504,N,Fa,Abnorml,Pave,Reg,Lvl,Corner,Gtl,IDOTRR,Artery,Y,Norm,1.5Fin,Gable,CompShg,Fa,Fa,CBlock,GasA,1Fam,SBrkr,60.0,1910.0,0.0,0.0,0.0,771.0,771.0,0.0,0.0,1.0,264.0,Gd,Unf,No,Detchd,Fa,TA,Unf,Unf,AllPub,Fa,None,COD,Typ,TA,Wd Sdng,Wd Sdng,TA,RM
2474,2475,0,2267,1,1,3,1,7,2,1980,1937,8,1262,7,521,0,0,0,0,0,0,4,2007,12888,70,1005,Y,TA,Normal,Pave,Reg,Bnk,Inside,Gtl,Sawyer,Feedr,Y,Norm,2Story,Gable,CompShg,TA,Gd,CBlock,GasA,1Fam,SBrkr,107.0,1937.0,0.0,288.0,0.0,717.0,1005.0,1.0,0.0,2.0,498.0,Gd,Unf,No,Attchd,TA,TA,ALQ,Fin,AllPub,TA,None,WD,Typ,TA,Wd Sdng,Wd Sdng,TA,RL
2475,2476,0,1282,1,0,2,1,4,0,1979,1942,6,778,5,0,88,0,0,0,0,0,7,2007,4484,190,504,Y,TA,Normal,Pave,IR1,Lvl,Corner,Gtl,SWISU,Norm,N,Norm,1.5Fin,Gable,CompShg,TA,TA,CBlock,GasA,2fmCon,SBrkr,59.0,1942.0,0.0,485.0,0.0,187.0,672.0,1.0,0.0,1.0,240.0,Gd,Unf,No,Detchd,TA,TA,ALQ,Unf,AllPub,TA,None,WD,Typ,TA,Plywood,Plywood,TA,RL
2476,2477,0,999,1,0,3,1,6,0,1963,1963,5,999,5,40,176,0,0,0,0,0,3,2007,11235,190,0,Y,TA,Normal,Pave,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Y,Norm,SFoyer,Gable,CompShg,TA,TA,CBlock,GasA,2fmCon,SBrkr,75.0,1963.0,0.0,925.0,0.0,0.0,925.0,1.0,0.0,1.0,308.0,Gd,Unf,Av,Detchd,TA,Gd,ALQ,Unf,AllPub,TA,None,WD,Typ,TA,HdBoard,HdBoard,TA,RL
2477,2478,0,1452,1,0,2,1,6,1,1980,1964,5,1452,5,92,0,88,0,0,0,0,11,2007,11235,85,0,Y,Gd,Normal,Pave,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Y,Norm,SFoyer,Gable,CompShg,TA,TA,CBlock,GasA,1Fam,SBrkr,75.0,1964.0,30.0,785.0,0.0,635.0,1420.0,1.0,0.0,2.0,572.0,TA,Unf,Av,Detchd,TA,Gd,BLQ,Unf,AllPub,TA,BrkFace,WD,Min2,TA,HdBoard,HdBoard,TA,RL
2478,2479,0,1005,1,0,3,1,5,0,1964,1964,3,1005,4,0,0,0,0,0,0,0,7,2007,14299,20,0,N,TA,Normal,Pave,Reg,Lvl,Inside,Gtl,Sawyer,Feedr,Y,Norm,1Story,Gable,CompShg,TA,TA,CBlock,GasA,1Fam,SBrkr,62.0,1964.0,0.0,513.0,144.0,348.0,1005.0,1.0,0.0,2.0,440.0,Gd,LwQ,No,Detchd,TA,TA,Rec,Unf,AllPub,TA,None,WD,Typ,TA,HdBoard,HdBoard,TA,RL
2479,2480,0,1020,2,0,3,1,5,1,2001,1964,8,1020,5,0,0,0,0,0,0,0,5,2007,14149,80,0,Y,TA,Normal,Pave,IR1,Lvl,Inside,Gtl,Sawyer,Norm,Y,Norm,SLvl,Hip,CompShg,Gd,Gd,CBlock,GasA,1Fam,SBrkr,65.0,1970.0,50.0,68.0,722.0,190.0,980.0,0.0,1.0,2.0,528.0,Po,BLQ,Gd,Detchd,TA,TA,LwQ,Unf,AllPub,TA,BrkFace,WD,Typ,TA,HdBoard,HdBoard,TA,RL
2480,2481,0,1040,1,0,3,1,6,0,1966,1966,4,1040,5,0,90,0,0,0,0,0,2,2007,11677,20,0,Y,TA,Normal,Pave,IR1,Lvl,Inside,Gtl,Sawyer,Norm,Y,Norm,1Story,Gable,CompShg,TA,TA,CBlock,GasA,1Fam,SBrkr,77.59221649169922,1966.0,442.0,249.0,761.0,30.0,1040.0,1.0,0.0,1.0,264.0,Gd,BLQ,Av,Attchd,TA,TA,Rec,RFn,AllPub,TA,BrkFace,WD,Typ,TA,HdBoard,HdBoard,TA,RL
2481,2482,0,868,1,0,2,1,6,0,1990,1971,6,868,5,138,0,0,0,0,0,0,5,2007,8425,190,0,Y,Gd,Normal,Pave,Reg,Lvl,FR3,Gtl,Sawyer,Feedr,Y,Norm,1Story,Gable,CompShg,TA,TA,CBlock,GasA,2fmCon,SBrkr,70.0,1989.0,0.0,748.0,0.0,20.0,768.0,1.0,0.0,2.0,576.0,Gd,Unf,Av,Detchd,TA,Gd,GLQ,Unf,AllPub,TA,None,WD,Typ,TA,HdBoard,HdBoard,TA,RL
2482,2483,0,897,1,0,3,1,5,0,1968,1968,5,897,5,0,0,0,0,0,0,0,1,2007,8665,20,0,Y,TA,Normal,Pave,IR1,Lvl,Inside,Gtl,Sawyer,Norm,Y,Norm,1Story,Gable,CompShg,TA,TA,CBlock,GasA,1Fam,SBrkr,86.0,1968.0,89.0,168.0,288.0,420.0,876.0,0.0,0.0,1.0,264.0,Gd,BLQ,Mn,Attchd,TA,TA,Rec,RFn,AllPub,TA,BrkFace,WD,Typ,TA,HdBoard,HdBoard,TA,RL
2483,2484,0,943,1,0,2,1,5,0,1967,1967,5,943,5,132,0,0,0,0,0,0,6,2007,8398,20,0,Y,TA,Normal,Pave,IR1,Lvl,Inside,Gtl,Sawyer,Norm,Y,Norm,1Story,Gable,CompShg,TA,Gd,CBlock,GasA,1Fam,SBrkr,67.15375518798828,1972.0,323.0,114.0,529.0,300.0,943.0,1.0,0.0,2.0,528.0,Gd,BLQ,No,Detchd,TA,TA,LwQ,Unf,AllPub,TA,BrkFace,WD,Typ,TA,MetalSd,MetalSd,TA,RL
2484,2485,0,912,1,0,3,1,6,0,1966,1966,7,912,5,204,0,0,0,0,0,0,7,2007,8169,20,0,Y,Ex,Normal,Pave,Reg,Lvl,Corner,Gtl,Sawyer,Feedr,Y,Norm,1Story,Gable,CompShg,TA,Gd,CBlock,GasA,1Fam,SBrkr,74.21565246582031,1966.0,0.0,216.0,435.0,261.0,912.0,1.0,0.0,1.0,315.0,Gd,ALQ,No,Detchd,TA,TA,Rec,Unf,AllPub,TA,None,WD,Typ,Gd,Plywood,Plywood,TA,RL
2485,2486,0,1375,1,0,3,1,6,1,1998,1956,5,1375,5,0,0,0,0,0,0,0,12,2007,14175,20,0,Y,Gd,Normal,Pave,Reg,Bnk,Inside,Mod,Sawyer,PosA,Y,Norm,1Story,Hip,CompShg,TA,TA,CBlock,GasA,1Fam,SBrkr,81.0,1956.0,0.0,386.0,522.0,332.0,1240.0,1.0,0.0,1.0,323.0,Gd,ALQ,No,Attchd,TA,TA,Rec,Unf,AllPub,TA,None,WD,Typ,TA,BrkFace,BrkFace,TA,RL
2486,2487,0,2654,3,0,4,1,11,1,1996,1920,4,1567,5,128,570,0,0,0,0,500,5,2007,16779,60,1087,Y,Fa,Normal,Pave,Reg,Lvl,Inside,Gtl,Sawyer,Feedr,Y,Norm,2Story,Gable,CompShg,TA,Fa,CBlock,GasA,1Fam,SBrkr,99.0,1946.0,356.0,267.0,0.0,404.0,671.0,0.0,0.0,2.0,638.0,Gd,Unf,No,Attchd,TA,Gd,BLQ,Unf,AllPub,TA,BrkFace,WD,Mod,TA,Wd Sdng,Wd Sdng,TA,RL
2487,2488,0,1302,1,1,2,1,6,2,1998,1940,8,798,7,0,0,0,0,126,0,0,7,2007,6960,50,504,Y,Ex,Normal,Pave,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Y,Norm,1.5Fin,Gable,CompShg,TA,TA,BrkTil,GasA,1Fam,FuseA,70.0,1940.0,0.0,258.0,0.0,422.0,680.0,0.0,0.0,1.0,224.0,Gd,Unf,No,Attchd,TA,TA,ALQ,Unf,AllPub,TA,None,WD,Typ,Gd,Wd Sdng,Wd Sdng,TA,RL
2488,2489,0,1299,1,0,3,1,6,1,1995,1954,5,1299,6,81,0,280,0,0,0,0,10,2007,11375,20,0,Y,TA,Normal,Pave,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Y,Norm,1Story,Gable,CompShg,TA,TA,CBlock,GasA,1Fam,SBrkr,91.0,1954.0,0.0,736.0,0.0,231.0,967.0,0.0,0.0,2.0,494.0,TA,Unf,No,Attchd,TA,TA,Rec,Unf,AllPub,TA,None,WD,Typ,Gd,VinylSd,VinylSd,TA,RL
2489,2490,0,1176,1,0,3,1,6,2,1998,1958,6,1176,5,0,0,0,0,0,0,0,10,2007,13770,20,0,Y,TA,Normal,Pave,Reg,Lvl,Corner,Gtl,Sawyer,Feedr,Y,Norm,1Story,Gable,CompShg,TA,TA,CBlock,GasA,1Fam,SBrkr,85.0,1958.0,340.0,190.0,873.0,95.0,1158.0,1.0,0.0,1.0,303.0,Gd,BLQ,Mn,Attchd,TA,TA,Rec,Unf,AllPub,TA,BrkFace,WD,Typ,TA,Plywood,Plywood,TA,RL
2490,2491,0,998,1,0,3,1,5,0,1950,1945,7,998,4,0,0,140,0,0,0,0,5,2007,9000,20,0,Y,TA,Normal,Pave,Reg,Lvl,Inside,Gtl,Sawyer,Norm,N,Norm,1Story,Gable,CompShg,Fa,TA,Slab,GasA,1Fam,FuseA,61.937355041503906,1952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,460.0,Gd,Unf,No,2Types,TA,TA,Unf,Unf,AllPub,TA,None,WD,Min2,TA,Wd Sdng,Wd Sdng,Fa,RL
2491,2492,0,1522,2,0,3,1,7,1,1984,1984,5,1522,6,0,77,0,0,168,0,0,2,2007,11075,20,0,Y,Ex,Normal,Pave,Reg,Lvl,Corner,Gtl,ClearCr,Norm,Y,Norm,1Story,Hip,CompShg,TA,TA,PConc,GasA,1Fam,SBrkr,90.08847045898438,1984.0,136.0,299.0,891.0,0.0,1190.0,0.0,0.0,2.0,552.0,TA,LwQ,No,Attchd,TA,Gd,BLQ,Fin,AllPub,TA,BrkFace,WD,Typ,TA,Wd Sdng,Wd Sdng,TA,RL
2492,2493,0,1325,2,0,3,1,6,1,2005,1948,7,1325,5,0,42,0,0,0,0,0,7,2007,17541,20,0,Y,Ex,Normal,Pave,IR1,Lvl,Corner,Gtl,Edwards,Norm,Y,Norm,1Story,Hip,CompShg,TA,Gd,CBlock,GasA,1Fam,SBrkr,104.63912963867188,1996.0,0.0,300.0,0.0,109.0,409.0,0.0,0.0,2.0,576.0,TA,Unf,Mn,Detchd,Gd,TA,BLQ,Unf,AllPub,TA,None,WD,Typ,Gd,Wd Sdng,Wd Sdng,TA,RL
2493,2494,0,1630,2,0,3,1,6,1,1953,1953,5,1630,5,0,64,0,0,0,0,0,3,2007,22692,20,0,P,TA,Normal,Pave,IR1,Lvl,Inside,Gtl,Edwards,Norm,Y,Norm,1Story,Gable,CompShg,TA,TA,CBlock,GasA,1Fam,SBrkr,99.15086364746094,1953.0,0.0,587.0,0.0,486.0,1073.0,0.0,0.0,2.0,649.0,TA,Unf,No,Detchd,TA,TA,Rec,Unf,AllPub,TA,None,COD,Mod,TA,MetalSd,MetalSd,TA,RL
2494,2495,0,1242,1,0,2,1,4,0,1950,1946,5,1242,4,0,0,0,0,0,0,0,7,2007,17808,20,0,N,TA,Normal,Pave,Reg,Lvl,Inside,Gtl,Edwards,Feedr,N,Norm,1Story,Gable,CompShg,TA,TA,CBlock,GasA,1Fam,SBrkr,84.0,1946.0,0.0,0.0,0.0,484.0,484.0,0.0,0.0,1.0,336.0,Gd,Unf,No,Attchd,TA,TA,Unf,Unf,AllPub,TA,None,WD,Mod,TA,Wd Sdng,Wd Sdng,TA,RL
2495,2496,0,2422,3,0,4,1,6,2,1994,1954,7,2422,6,0,63,0,0,144,0,0,7,2007,12671,20,0,Y,Ex,Normal,Pave,IR1,Lvl,Corner,Gtl,ClearCr,Norm,Y,Norm,1Story,Hip,CompShg,TA,Gd,CBlock,GasA,1Fam,SBrkr,102.0,1954.0,300.0,353.0,0.0,935.0,1288.0,0.0,0.0,2.0,527.0,Gd,Unf,No,Attchd,Fa,Gd,LwQ,Fin,AllPub,TA,Stone,WD,Min2,Gd,MetalSd,MetalSd,TA,RL
2496,2497,0,1626,1,1,3,1,6,0,1954,1954,6,988,6,366,0,0,0,0,0,0,5,2007,10512,50,638,Y,Ex,Normal,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Y,Norm,1.5Fin,Gable,CompShg,TA,TA,CBlock,GasA,1Fam,SBrkr,70.0,1954.0,0.0,491.0,0.0,497.0,988.0,0.0,0.0,1.0,332.0,Gd,Unf,No,Attchd,TA,TA,BLQ,Unf,AllPub,TA,None,WD,Typ,Gd,Wd Sdng,Wd Sdng,TA,RL
2497,2498,0,864,1,0,3,1,6,0,1958,1958,5,864,5,0,0,0,0,0,0,0,5,2007,5400,20,0,Y,TA,Normal,Pave,Reg,HLS,Inside,Gtl,SWISU,Norm,Y,Norm,1Story,Gable,CompShg,TA,TA,CBlock,GasA,1Fam,SBrkr,60.0,1958.0,0.0,453.0,0.0,411.0,864.0,0.0,1.0,1.0,399.0,Gd,Unf,No,Attchd,TA,TA,Rec,Unf,AllPub,TA,None,WD,Typ,TA,MetalSd,MetalSd,TA,RL
2498,2499,0,943,1,0,3,1,5,0,1994,1958,5,943,4,0,0,60,0,0,0,0,8,2007,11515,30,0,N,TA,Normal,Pave,IR1,Lvl,CulDSac,Gtl,Edwards,Norm,N,Norm,1Story,Gable,CompShg,TA,TA,Slab,GasA,1Fam,SBrkr,47.418941497802734,1958.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,308.0,Gd,Unf,No,Detchd,TA,TA,Unf,Unf,AllPub,TA,None,WD,Min2,Gd,HdBoard,HdBoard,TA,RL
2499,2500,0,1038,2,0,2,1,5,0,1984,1984,6,1038,5,0,105,0,0,0,0,0,7,2007,3869,120,0,Y,Gd,Normal,Pave,Reg,Lvl,Inside,Mod,Edwards,Norm,Y,Norm,1Story,Gable,CompShg,Gd,Ex,CBlock,GasA,TwnhsE,SBrkr,39.0,1984.0,149.0,283.0,755.0,0.0,1038.0,0.0,0.0,1.0,264.0,Gd,GLQ,No,Attchd,TA,TA,LwQ,RFn,AllPub,TA,BrkFace,WD,Typ,TA,Wd Sdng,Wd Sdng,TA,RL
2500,2501,0,1342,1,0,4,1,7,0,1951,1951,6,1342,5,0,0,0,0,0,0,0,4,2007,9280,20,0,Y,Ex,Normal,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Y,Norm,1Story,Gable,CompShg,TA,TA,CBlock,GasA,1Fam,SBrkr,58.0,1951.0,0.0,557.0,0.0,785.0,1342.0,1.0,0.0,1.0,256.0,Gd,Unf,No,Detchd,TA,Fa,ALQ,Unf,AllPub,TA,None,WD,Typ,TA,Wd Sdng,Wd Sdng,TA,RL
2501,2502,0,1480,1,0,4,1,7,1,1994,1951,6,1080,5,0,0,68,0,0,0,0,7,2007,11100,50,400,Y,TA,Normal,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,N,Norm,1.5Fin,Gable,CompShg,TA,TA,PConc,GasA,1Fam,SBrkr,60.0,1951.0,0.0,1080.0,0.0,0.0,1080.0,1.0,0.0,1.0,253.0,Gd,Unf,Mn,Attchd,TA,TA,LwQ,Unf,AllPub,TA,None,WD,Typ,TA,Wd Sdng,Wd Sdng,TA,RL
2502,2503,0,1362,2,0,4,1,7,0,1950,1920,5,986,4,0,0,0,0,0,0,0,3,2007,7550,50,376,P,Fa,Normal,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,N,Norm,1.5Fin,Gambrel,CompShg,Fa,Fa,BrkTil,GasW,1Fam,SBrkr,50.0,1920.0,0.0,0.0,0.0,951.0,951.0,0.0,0.0,1.0,280.0,Gd,Unf,No,Detchd,Fa,TA,Unf,Unf,AllPub,TA,None,WD,Typ,TA,MetalSd,MetalSd,Fa,RL
2503,2504,0,1822,2,0,4,1,7,1,1984,1984,5,1105,6,0,195,1012,0,0,444,0,4,2007,23920,50,717,P,Ex,Normal,Pave,Reg,Lvl,Inside,Gtl,SawyerW,Feedr,Y,Norm,1.5Fin,Gable,CompShg,TA,TA,CBlock,GasA,1Fam,SBrkr,104.0,1984.0,0.0,0.0,0.0,1105.0,1105.0,0.0,0.0,2.0,515.0,Po,Unf,No,Attchd,TA,TA,Unf,Unf,AllPub,TA,None,WD,Min2,Gd,Wd Sdng,Wd Sdng,TA,RL
2504,2505,0,1958,2,1,3,1,7,1,2001,1994,5,1029,7,202,93,0,0,0,0,0,7,2007,9317,60,929,Y,Ex,Normal,Pave,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Y,Norm,2Story,Gable,CompShg,Gd,Gd,PConc,GasA,1Fam,SBrkr,75.0,1994.0,0.0,497.0,0.0,282.0,779.0,1.0,0.0,2.0,499.0,TA,Unf,No,Attchd,Gd,Gd,GLQ,RFn,AllPub,TA,None,CWD,Typ,Gd,VinylSd,VinylSd,TA,RL
2505,2506,0,1651,2,0,3,1,7,1,2007,2007,5,1651,8,204,64,0,0,0,0,0,9,2007,9178,20,0,Y,Ex,Partial,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Y,Norm,1Story,Gable,CompShg,Gd,TA,PConc,GasA,1Fam,SBrkr,71.0,2007.0,306.0,0.0,0.0,1643.0,1643.0,0.0,0.0,3.0,870.0,Gd,Unf,Av,Attchd,TA,Gd,Unf,Fin,AllPub,TA,Stone,New,Typ,Gd,VinylSd,VinylSd,TA,RL
2506,2507,0,2140,2,1,3,1,8,0,2007,2006,5,2140,8,136,32,0,0,0,0,0,6,2007,10481,20,0,Y,Ex,Partial,Pave,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Y,Norm,1Story,Hip,CompShg,Gd,TA,PConc,GasA,1Fam,SBrkr,93.0,2006.0,0.0,0.0,0.0,2140.0,2140.0,0.0,0.0,3.0,894.0,Gd,Unf,Av,Attchd,TA,Gd,Unf,Fin,AllPub,TA,None,New,Typ,Gd,CmentBd,CemntBd,TA,RL
2507,2508,0,1651,2,0,3,1,7,1,2007,2007,5,1651,8,192,64,0,0,0,0,0,9,2007,10235,20,0,Y,Ex,Partial,Pave,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Y,Norm,1Story,Gable,CompShg,Gd,TA,PConc,GasA,1Fam,SBrkr,66.0,2007.0,306.0,0.0,0.0,1643.0,1643.0,0.0,0.0,3.0,870.0,Gd,Unf,Av,Attchd,TA,Gd,Unf,RFn,AllPub,TA,Stone,New,Typ,Gd,VinylSd,VinylSd,TA,RL
2508,2509,0,1546,2,0,3,1,7,0,2006,2005,5,1546,7,144,42,0,0,0,0,0,6,2007,11750,20,0,Y,Ex,Normal,Pave,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Y,Norm,1Story,Gable,CompShg,Gd,TA,PConc,GasA,1Fam,SBrkr,75.0,2005.0,204.0,20.0,0.0,1526.0,1546.0,0.0,0.0,3.0,796.0,Gd,Unf,Mn,Attchd,TA,Gd,GLQ,RFn,AllPub,TA,BrkFace,WD,Typ,Gd,VinylSd,VinylSd,TA,RL
2509,2510,0,1500,2,0,3,1,7,1,2006,2006,5,1500,8,144,38,0,0,0,0,0,6,2007,8760,20,0,Y,Ex,Normal,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Y,Norm,1Story,Gable,CompShg,Gd,TA,PConc,GasA,1Fam,SBrkr,73.0,2005.0,132.0,36.0,0.0,1453.0,1489.0,0.0,0.0,2.0,674.0,Gd,Unf,No,Attchd,TA,Gd,GLQ,RFn,AllPub,TA,BrkFace,WD,Typ,Gd,VinylSd,VinylSd,TA,RL
2510,2511,0,1270,2,0,2,1,6,0,2006,2005,5,1270,7,0,96,0,0,0,0,0,7,2007,7242,20,0,Y,Ex,Normal,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Y,Norm,1Story,Gable,CompShg,Gd,TA,PConc,GasA,1Fam,SBrkr,64.0,2005.0,0.0,0.0,0.0,1270.0,1270.0,0.0,0.0,2.0,524.0,Gd,Unf,No,Attchd,TA,Gd,Unf,RFn,AllPub,TA,None,WD,Typ,Gd,VinylSd,VinylSd,TA,RL
2511,2512,0,1795,2,1,3,1,7,0,2006,2005,5,879,7,164,111,0,0,0,0,0,10,2007,9316,60,916,Y,Ex,Normal,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Y,Norm,2Story,Gable,CompShg,Gd,TA,PConc,GasA,1Fam,SBrkr,78.0,2005.0,0.0,0.0,0.0,879.0,879.0,0.0,0.0,2.0,578.0,Gd,Unf,Gd,Attchd,TA,Gd,Unf,RFn,AllPub,TA,None,WD,Typ,Gd,VinylSd,VinylSd,TA,RL
2512,2513,0,1873,2,1,3,1,7,1,1988,1988,5,946,7,108,48,0,0,144,0,0,5,2007,8883,60,927,Y,Ex,Normal,Pave,IR1,Lvl,Inside,Gtl,SawyerW,Norm,Y,Norm,2Story,Gable,CompShg,Gd,TA,PConc,GasA,1Fam,SBrkr,71.50271606445312,1988.0,360.0,608.0,321.0,0.0,929.0,1.0,0.0,2.0,619.0,TA,LwQ,No,Attchd,TA,Gd,GLQ,RFn,AllPub,TA,BrkFace,WD,Typ,Gd,HdBoard,HdBoard,TA,RL
2513,2514,0,1743,0,1,0,1,5,2,1976,1976,6,1743,8,646,0,0,0,0,0,0,5,2007,20064,20,0,Y,Ex,Normal,Pave,IR1,Low,Inside,Sev,ClearCr,Norm,Y,Norm,1Story,Shed,WdShngl,Gd,TA,CBlock,GasA,1Fam,SBrkr,155.0,1976.0,0.0,51.0,915.0,0.0,966.0,2.0,0.0,2.0,529.0,Fa,GLQ,Gd,Attchd,Gd,Gd,LwQ,Fin,AllPub,TA,None,WD,Typ,Gd,Wd Sdng,Wd Sdng,TA,RL
2514,2515,0,1022,1,0,3,1,6,0,1994,1994,5,1022,5,0,0,0,0,0,0,0,8,2007,14217,20,0,Y,Gd,Normal,Pave,IR2,Lvl,CulDSac,Gtl,CollgCr,Norm,Y,Norm,1Story,Gable,CompShg,TA,TA,PConc,GasA,1Fam,SBrkr,46.677547454833984,1995.0,0.0,550.0,0.0,472.0,1022.0,0.0,1.0,2.0,747.0,Gd,Unf,No,Detchd,TA,Gd,ALQ,Unf,AllPub,TA,None,WD,Typ,TA,VinylSd,VinylSd,TA,RL
2515,2516,0,1308,2,1,3,1,6,0,2006,1997,6,646,6,142,54,0,0,0,0,0,5,2007,10021,60,662,Y,Ex,Normal,Pave,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Y,Norm,2Story,Gable,CompShg,TA,Gd,PConc,GasA,1Fam,SBrkr,57.0,1997.0,0.0,539.0,0.0,96.0,635.0,1.0,0.0,2.0,497.0,Gd,Unf,No,Attchd,TA,Gd,GLQ,RFn,AllPub,TA,None,WD,Typ,Gd,VinylSd,VinylSd,TA,RL
2516,2517,0,990,1,0,3,1,5,0,1994,1994,7,990,5,256,0,0,0,0,0,0,7,2007,8428,20,0,Y,Ex,Normal,Pave,IR2,Lvl,Inside,Gtl,CollgCr,Norm,Y,Norm,1Story,Gable,CompShg,TA,Gd,PConc,GasA,1Fam,SBrkr,60.0,1995.0,0.0,420.0,0.0,570.0,990.0,1.0,0.0,1.0,384.0,Gd,Unf,No,Detchd,Gd,Gd,GLQ,Unf,AllPub,TA,None,WD,Typ,TA,VinylSd,VinylSd,TA,RL
2517,2518,0,1097,1,1,3,1,6,0,1996,1996,5,1097,5,306,0,0,0,0,0,0,7,2007,16561,20,0,Y,Ex,Normal,Pave,IR2,Low,Inside,Mod,CollgCr,Norm,Y,Norm,1Story,Gable,CompShg,TA,TA,PConc,GasA,1Fam,SBrkr,70.0,1996.0,0.0,549.0,0.0,548.0,1097.0,1.0,0.0,1.0,242.0,Gd,Unf,No,Attchd,TA,Gd,ALQ,Unf,AllPub,TA,None,WD,Typ,TA,VinylSd,VinylSd,TA,RL
2518,2519,0,1873,2,1,3,1,7,1,1999,1999,5,988,7,202,123,0,0,0,0,0,3,2007,10820,60,885,Y,Ex,Normal,Pave,IR2,Lvl,CulDSac,Gtl,CollgCr,Norm,Y,Norm,2Story,Gable,CompShg,Gd,TA,PConc,GasA,1Fam,SBrkr,47.0,1999.0,0.0,342.0,0.0,646.0,988.0,0.0,0.0,2.0,597.0,TA,Unf,Gd,Attchd,TA,Gd,GLQ,RFn,AllPub,TA,None,WD,Typ,Gd,VinylSd,VinylSd,TA,RL
